No.	Word	Valence_Mean	Valence_SD	Arousal_Mean	Arousal_SD	Frequency
2338	通貨膨脹	4	0.63	5	0.63	48
2361	殺害	2	0.63	7.2	0.75	78
2371	政變	3	0.63	6	0.63	41
2381	封鎖	4	0.63	4.4	1.2	50
2391	縮減	4	0.63	4.2	1.17	53
2396	依賴	5	0.63	3.4	1.2	184
2399	空襲	3	0.63	6	0.63	28
2408	消失	4	0.63	4	1.26	409
2413	破產	3	0.63	5.6	1.5	72
2423	不應該	4	0.63	5	1.1	0
2469	延期	4	0.63	3.6	1.2	25
2470	腫瘤	3	0.63	4.8	1.17	144
2478	廢止	4	0.63	5	0.63	30
2504	太過	4	0.63	5.2	0.98	108
2517	揭露	4	0.63	5.2	1.17	20
2523	猖獗	3	0.63	6.4	1.02	27
2525	陷於	4	0.63	4	0.89	39
2532	不肖	3	0.63	5.8	0.75	35
2536	不清	4	0.63	4	1.26	33
2547	獨裁	3	0.63	5.8	0.98	54
2565	搶奪	3	0.63	6.6	1.02	21
2567	加劇	4	0.63	5.8	1.72	9
2578	囚犯	3	0.63	4.6	1.02	12
2590	慢性	4	0.63	3.6	1.36	139
2591	誹謗	3	0.63	6	1.1	4
2596	規避	4	0.63	4.6	1.02	19
2604	貿然	4	0.63	5.2	1.33	37
2606	濃煙	4	0.63	4.2	1.72	19
2610	捲入	4	0.63	5	1.1	48
2616	共犯	3	0.63	5.4	0.49	40
2621	昏迷	3	0.63	5	1.9	36
2627	相撞	3	0.63	6	1.1	8
2653	限定	5	0.63	5	2.1	46
2661	殘骸	3	0.63	3.6	1.2	11
2670	免職	3	0.63	4.8	0.98	7
2675	牴觸	4	0.63	5.6	1.02	18
2681	分化	4	0.63	4.2	1.47	59
2682	招致	4	0.63	5.2	1.17	34
2687	過敏	4	0.63	3.8	1.17	28
2712	動手	4	0.63	5.2	0.75	117
2714	落入	4	0.63	5	1.1	48
2722	毒氣	3	0.63	4.6	1.36	11
2731	摩擦	4	0.63	4.6	1.36	25
2737	危急	3	0.63	6.4	0.8	17
2759	受難	3	0.63	5.8	1.17	51
2772	孤兒	4	0.63	3.6	1.62	43
2773	炸毀	3	0.63	6.6	1.02	12
2777	出賣	3	0.63	4.8	1.47	48
2794	囚禁	3	0.63	6	1.1	12
4429	減縮	4	0.63	4.2	1.17	5
4479	失業者	3	0.63	4	0.89	0
3612	腰酸背痛	3	0.612	6.9	1.517	0
3701	萬無一失	8	0.612	3.4	1.14	8
3791	瘙癢	4	0.612	5.7	1.44	0
3917	眷戀	6.5	0.612	5.3	1.204	10
4274	新潮	6.5	0.612	5.2	0.837	23
4298	中獎	8.5	0.612	8.9	0.224	24
4326	生硬	4	0.612	3.6	0.822	14
4490	自危	3	0.612	5	1.225	0
4495	污物	2	0.612	3.6	1.342	0
4818	推托	4	0.612	3.9	1.746	0
4819	推卻	4	0.612	3.9	1.746	0
4865	乞憐	3.5	0.612	4.1	1.475	0
4872	忍氣吞聲	4	0.612	4.3	1.44	13
4897	扭傷	4	0.612	3.3	1.643	9
4909	肉腳	4	0.612	3.4	2.162	0
4936	失約	3	0.612	3.8	1.643	0
4941	自誇	4	0.612	4.8	1.304	10
5218	踹開	4	0.612	5.5	1.581	0
5325	挾怨報復	3	0.612	4.9	1.597	0
5335	胡搞	4	0.612	4.2	1.44	0
5340	反悔	4	0.612	4	1.768	11
5341	吵	4	0.612	4.8	0.57	105
5342	吵到	4	0.612	4.8	0.57	7
5411	玩世不恭	4	0.612	3.7	2.225	4
5427	割破	4	0.612	4	0.707	4
5428	割裂	4	0.612	4	0.707	4
5435	不油膩	6	0.612	4.8	1.151	0
5441	不黏	6	0.612	3.7	1.151	0
5484	舒爽	6.5	0.612	5.3	1.44	4
5512	修長	7	0.612	4.5	1.225	16
2805	緊迫	4.3	0.6	7.6	0.8	24
2898	關押	3.7	0.6	4.6	1.855	0
2911	掠奪	2.7	0.6	6.5	0.775	20
2955	安祥	5.7	0.6	1.6	0.8	0
2964	合意	5.7	0.6	3.6	1.356	10
2998	全神貫注	6.3	0.6	4.6	1.855	12
3008	溫文	5.7	0.6	2.1	0.8	0
3038	誇獎	6.3	0.6	5.2	1.03	22
3095	撞死	1.7	0.6	7.8	0.748	8
3122	惡質	2.7	0.6	6.2	0.4	12
3184	戒除	6.3	0.6	5.9	1.114	0
3191	誠心誠意	7.3	0.6	5.2	0.98	0
3247	知恥	6.3	0.6	5.8	0.4	9
3257	勻稱	6.3	0.6	4.8	0.98	0
3279	深謀遠慮	7.3	0.6	6.2	1.364	0
3346	撕裂	2.7	0.6	5.6	1.985	16
3405	標緻	6.3	0.6	3.3	1.6	0
3443	報恩	6.3	0.6	4.6	1.625	0
3452	叮囑	5.3	0.6	4.2	1.47	11
3453	慇勤	6.3	0.6	5.6	1.53	0
3463	安好	6.2	0.6	3.6	0.374	0
3514	癡心	5.8	0.6	6.1	0.663	0
3519	適得其所	6.3	0.6	4.3	0.748	0
3535	惶恐	3.3	0.6	6.8	0.4	26
3543	嬌美	6.7	0.6	3.8	1.03	0
2809	通牒	3.6	0.583	5.9	1.497	0
2818	病菌	3.6	0.583	3.5	1.265	14
2893	侵吞	3.4	0.583	5.8	1.166	0
2958	奮起	6.4	0.583	5.8	0.98	12
3044	奪取	2.4	0.583	7.5	1	13
3284	飛黃騰達	7.9	0.583	7.9	0.2	0
3321	辯解	3.6	0.583	4.9	1.828	12
3324	凌虐	1.9	0.583	6.8	2.462	0
3336	退步	3.4	0.583	4.1	1.625	28
3352	殺戮	1.6	0.583	7.5	1.183	0
3406	出人意表	6.4	0.583	5.5	1.183	9
3418	才幹	5.9	0.583	3.6	1.158	0
3445	老練	5.4	0.583	3.9	1.281	9
3455	多產	5.6	0.583	3	1.095	0
3457	守信	6.6	0.583	3.5	0.894	0
3492	賢淑	6.6	0.583	3	1.225	0
3510	滿面春風	7.6	0.583	7.1	0.663	0
3531	惡行	2.6	0.583	5.8	1.568	10
3540	豪勇	6.6	0.583	5.8	1.503	0
3541	愛人如己	6.9	0.583	5.8	1.03	0
3544	鑒別力	5.4	0.583	3.8	1.166	0
4802	諸事順心	6.7	0.577	7.6	1.155	0
3561	聊勝於無	5.2	0.57	4.6	0.962	0
3583	超弱	2.2	0.57	6.2	1.095	0
3843	髒汙	2.3	0.57	3.9	1.14	0
3859	流失	3.2	0.57	4.8	1.304	89
4225	略勝一籌	6.3	0.57	5.7	0.758	7
4241	拔得頭籌	7.8	0.57	7.3	1.151	0
4244	超值	8.2	0.57	7.1	0.822	5
4259	值回票價	8.2	0.57	6.9	1.636	5
4304	弔詭	3.3	0.57	4	1.225	16
4351	有一手	6.2	0.57	4.8	1.037	0
4378	秀氣	6.8	0.57	3.7	1.525	0
4494	氣呼呼	2.8	0.57	7.7	0.975	8
4528	枯槁	2.8	0.57	3.9	1.025	0
4744	罵髒話	2.7	0.57	6.5	1.414	0
4745	吵嘴	3.8	0.57	4.9	0.962	4
4773	難為情	4.3	0.57	4.3	1.857	16
4815	鑽牛角尖	3.8	0.57	5.2	2.08	0
4834	炮轟	3.2	0.57	6.5	0.866	4
4839	驚呼	5.2	0.57	6.5	1.768	14
4961	不得要領	3.7	0.57	3.9	1.432	0
4966	假正經	3.8	0.57	4	1.581	0
5010	風涼話	3.8	0.57	4.1	1.597	8
5011	獨斷獨行	4.2	0.57	3.7	1.483	0
5101	鬧僵	4.2	0.57	3.1	0.742	0
5123	老氣橫秋	4.2	0.57	2.3	0.975	0
5178	認命	4.3	0.57	1.4	0.894	21
5233	潑冷水	3.8	0.57	3.5	1.414	0
5286	心虛	3.8	0.57	3.2	1.095	21
5293	臭屁	3.8	0.57	4.8	0.447	7
5295	鬧大	3.8	0.57	7.3	0.975	0
5315	反胃	3.8	0.57	4.7	1.681	8
5329	含恨	2.2	0.57	6.5	1.658	0
5336	遮蔽	4.8	0.57	2.8	1.483	21
5364	左右為難	4.2	0.57	4.4	1.71	15
5367	打亂	3.8	0.57	4.7	1.304	6
5372	嫌惡	3.8	0.57	4.1	1.245	6
5377	陰險	3.2	0.57	4.3	1.483	0
5383	清涼	5.2	0.57	2.6	1.387	61
5386	惹毛	3.7	0.57	5	1.275	0
5389	誤入	4.2	0.57	3.9	1.475	8
5398	皺眉	3.8	0.57	3.6	1.342	0
5399	皺眉頭	3.8	0.57	3.6	1.342	5
5414	哄誘	3.7	0.57	4.3	1.304	0
5430	危困	3.8	0.57	4.3	1.255	0
5452	明亮動人	7.3	0.57	6.2	1.204	0
2847	迷信	4	0.548	3.6	1.241	116
2882	宰殺	4	0.548	5.3	1.72	22
2905	譭謗	3	0.548	6	1.095	0
2907	盜竊	3	0.548	5.5	0.894	0
2925	破洞	4	0.548	3.3	1.077	11
2996	幹勁	6	0.548	6.1	1.685	23
3198	安眠	5	0.548	2.7	0.872	0
3263	豁然開朗	7	0.548	7.3	0.6	9
3343	竄改	3	0.548	4.2	1.86	0
3404	易懂	6	0.548	3.2	0.927	20
3415	嬉戲	5	0.548	4.9	2.417	41
3439	端莊	6	0.548	3.3	1.327	12
3556	不礙事	4.9	0.548	4.5	0.866	0
3602	慌張	2.6	0.548	7.4	1.194	22
3676	煥然一新	7.4	0.548	6	1.414	21
3685	鼓噪	3.6	0.548	6.6	1.673	0
3737	駝背	3.1	0.548	2.5	1.581	9
3757	無傷大雅	5.1	0.548	2.2	0.837	9
3758	貼切	5.9	0.548	3.6	1.517	35
3798	寬敞	7.1	0.548	4	1.225	40
3804	頹廢	2.6	0.548	2.8	0.837	21
3831	優異	8.6	0.548	6.5	1	109
3914	冷落	2.9	0.548	4.3	1.396	16
3922	記錯	3.1	0.548	4.6	1.517	7
3925	獨具慧眼	6.9	0.548	5.2	1.789	0
3926	愛戴	7.1	0.548	5.6	1.673	10
3938	離異	2.9	0.548	5.1	1.517	9
3941	療癒	7.1	0.548	4.6	1.14	0
3949	黯然失色	2.9	0.548	4.2	1.643	6
3950	優渥	7.9	0.548	5	1.414	13
4000	失竊	1.6	0.548	6.4	1.342	15
4002	中風	1.4	0.548	7	1.871	47
4012	陣亡	1.6	0.548	1.8	0.837	17
4016	高超	7.6	0.548	7.6	0.894	26
4023	閃耀	7.6	0.548	7.4	1.14	16
4047	討人厭	1.4	0.548	7.5	1.225	0
4070	普普	5.1	0.548	3.2	1.304	8
4071	普通	5.1	0.548	3.2	1.304	190
4072	普普通通	5.1	0.548	3.2	1.304	4
4073	馬馬虎虎	5.1	0.548	3.2	1.304	12
4134	有意思	6.6	0.548	5.3	0.671	99
4135	事事如意	7.9	0.548	5.3	0.837	0
4176	看錯	3.9	0.548	3	1.225	7
4177	突兀	4.1	0.548	4.7	1.095	27
4181	皆大歡喜	8.6	0.548	8.1	0.742	16
4191	平易近人	5.1	0.548	3.7	1.204	12
4222	不失真	6.4	0.548	3.6	1.294	0
4232	中用	6.6	0.548	4.5	1.118	5
4335	划不來	3.9	0.548	2.9	1.245	12
4347	年久失修	3.4	0.548	2.9	1.084	4
4446	惹人厭	1.4	0.548	7.5	1.225	0
4447	慌慌張張	2.6	0.548	7.4	1.194	9
4468	討人嫌	1.4	0.548	7.5	1.225	0
4469	顧人怨	1.4	0.548	7.5	1.225	0
4470	惹人嫌	1.4	0.548	7.5	1.225	0
4489	介意	4.1	0.548	4.5	1	19
4497	亂丟	3.4	0.548	4.2	1.304	21
4513	無可奈何	3.9	0.548	3.7	1.204	41
4518	錯覺	4.6	0.548	2.4	0.894	18
4524	欺負弱小	3.1	0.548	6	1.173	0
4573	掉隊	3.6	0.548	3.2	1.643	0
4598	不聽話	3.9	0.548	4.1	1.432	0
4614	不名譽	2.6	0.548	4.2	1.643	0
4620	唱反調	3.4	0.548	5.3	0.837	9
4627	太閒	4.6	0.548	1.6	0.894	0
4645	訓斥	1.6	0.548	6.1	1.432	5
4647	小心眼	2.9	0.548	4.2	1.095	5
4652	傷風敗俗	1.6	0.548	5.1	1.517	0
4661	輕佻	3.4	0.548	3	1.225	5
4664	仿冒	3.6	0.548	3.6	1.817	60
4665	好久	4.4	0.548	2.1	1.025	0
4682	意志消沈	1.4	0.548	2.9	1.245	0
4683	意志消沉	1.4	0.548	2.9	1.245	0
4689	婊子	1.4	0.548	7.3	1.396	0
4702	悲涼	1.4	0.548	3.7	1.718	8
4828	胡作非為	3.1	0.548	5.4	1.636	4
4908	惡棍	3.6	0.548	4	1.837	12
4954	笨豬	2.6	0.548	4.5	2.236	0
4974	假惺惺	3.4	0.548	4	1.871	0
5006	倒坍	3.6	0.548	5.8	2.28	0
5037	焦躁不安	3.4	0.548	5.2	2.019	0
5061	瘋癲	1.4	0.548	5.4	2.302	0
5066	一氣之下	4.1	0.548	7	1.581	0
5069	咕噥	4.6	0.548	2.4	1.517	0
5071	食言而肥	3.6	0.548	2.8	1.924	0
5079	鄙棄	1.9	0.548	4.5	1.323	0
5080	驚慌失措	3.9	0.548	7	2.345	6
5081	倉皇失措	3.9	0.548	7	2.345	0
5085	招搖撞騙	2.4	0.548	4.9	2.302	0
5103	蹩	3.4	0.548	3	1.414	0
5105	唯利是圖	3.1	0.548	3	1	0
5110	沒道理	3.1	0.548	3.9	1.746	0
5124	惹怒	3.6	0.548	5.7	2.729	0
5163	虛張聲勢	3.9	0.548	3.5	2.121	0
5183	不修邊幅	3.9	0.548	2.9	1.949	5
5229	變弱	3.9	0.548	3	1.871	0
5230	犯愁	3.6	0.548	4.3	1.483	0
5231	世故	4.1	0.548	2.4	1.673	11
5235	無名小卒	4.4	0.548	2.3	1.304	0
5256	泛濫	3.9	0.548	4	1.173	27
5264	紙老虎	3.9	0.548	3.4	1.387	4
5265	智巧	6.6	0.548	3.3	1.987	0
5268	閒混	3.9	0.548	2.7	1.304	0
5284	羞澀	5.1	0.548	3	1.871	14
5287	猛推	4.6	0.548	6.5	1.581	0
5298	含情脈脈	6.6	0.548	4.8	1.351	0
5310	交媾	4.4	0.548	5.6	1.636	0
5327	潦倒	3.6	0.548	3.7	1.565	10
5337	無價值	4.6	0.548	2.4	1.14	0
5338	沒價值	4.6	0.548	2.4	1.14	0
5343	不知	4.6	0.548	2.5	1.225	0
5354	虛脫	4.1	0.548	3.5	1.803	7
5365	窩囊	3.1	0.548	3.9	1.746	4
5408	忍痛	3.4	0.548	5	0.935	13
5432	言不及義	4.4	0.548	3.1	1.432	0
5465	柔嫩	6.4	0.548	4.2	0.908	0
5466	柔柔嫩嫩	6.4	0.548	4.2	0.908	0
5475	堅挺	6.4	0.548	4.2	0.447	4
5487	圓滾滾	5.1	0.548	4.4	1.14	11
2887	有礙	4.2	0.51	3.7	0.6	13
2980	井然有序	6.2	0.51	3.5	1.183	13
2985	善舉	6.2	0.51	3.2	0.748	0
3010	心安理得	5.8	0.51	2.8	1.72	0
3025	慈悲為懷	6.2	0.51	2.7	0.98	0
3216	詩意	6.2	0.51	3.5	0.894	18
3269	苦修	5.2	0.51	5	1.673	0
3274	俠義	7.2	0.51	6.3	0.678	0
3297	慘痛	1.7	0.51	8.1	0.917	33
3298	慘敗	1.7	0.51	8.1	0.917	10
3312	殘廢	1.8	0.51	6.5	1.949	13
3326	遜色	3.7	0.51	4	1.378	27
3341	抵消	4.8	0.51	3.3	1.47	8
3367	簡陋	3.8	0.51	3.4	1.356	29
3412	顯赫	6.2	0.51	4.8	1.364	8
3426	心儀	6.8	0.51	4.7	1.568	18
3447	高高興興	7.8	0.51	7.2	0.748	24
3458	喜感	7.2	0.51	5.2	0.51	9
3470	安於	5.3	0.51	2.9	0.49	12
3479	恩人	6.8	0.51	3.5	1.612	0
3496	獨創性	5.7	0.51	4.3	1.778	0
3498	意味深長	5.7	0.51	4.5	1	0
3532	奴隸	3.2	0.51	4.2	1.288	52
3533	孤獨	3.7	0.51	2.9	1.497	97
3537	一往情深	6.7	0.51	6.6	0.86	0
3542	坦直	6.2	0.51	4.2	0.98	0
3619	累人	3.5	0.5	5	1.225	5
3630	惱人	2.5	0.5	5.2	1.483	13
3665	開懷	6.5	0.5	7.1	0.742	10
3919	榮獲	7.5	0.5	7.6	0.894	75
3943	臨危不亂	7.5	0.5	4	1.414	0
3965	看重	6.5	0.5	6.5	1	30
4123	大好	8.5	0.5	7.7	1.204	34
4182	皇天不負苦心人	8.5	0.5	8.2	0.447	0
4183	相安無事	6.5	0.5	2.3	0.975	10
4187	小題大做	2.5	0.5	6.8	1.037	0
4234	中意	7.5	0.5	6.4	1.387	8
4275	耗電	3.5	0.5	3.8	1.44	0
4276	費電	3.5	0.5	3.8	1.44	0
4277	耗時	3.5	0.5	3.8	1.44	31
4278	費時	3.5	0.5	3.8	1.44	46
4375	沙啞	4.5	0.5	3.6	1.517	13
4387	來勢洶洶	5.5	0.5	7.4	0.822	15
4511	猛吃	4.5	0.5	6.2	1.483	4
4532	打高空	4.5	0.5	3.4	1.342	0
4759	豬頭	3.5	0.5	3.3	1.565	0
4884	憤憤不平	4	0.5	6.5	1.696	7
4892	空轉	4.5	0.5	2.7	2.752	0
4960	髒污	3.5	0.5	3.6	1.817	0
5041	疤痕	3.5	0.5	3.5	2.236	19
5090	淚如雨下	4.5	0.5	4.5	2.291	0
5131	偏遠	4.5	0.5	1.4	0.548	91
5135	頑抗	4.5	0.5	3.9	2.559	0
5152	狗男女	1.5	0.5	7.1	1.949	0
5159	大材小用	4.5	0.5	2.4	2.074	5
5191	占用	4.5	0.5	2.5	1.871	12
5202	慢吞吞	4.5	0.5	2.8	1.891	8
5226	氣沖沖	3.5	0.5	7.1	1.14	8
5246	悲痛欲絕	1.5	0.5	8.5	0.707	0
5278	失焦	4.5	0.5	2.9	1.884	0
5333	愚鈍	3.5	0.5	3.3	1.565	0
5404	胖	4.5	0.5	2.8	1.44	120
2	不平	3.6	0.49	5.8	0.98	65
5	不利	3.6	0.49	5.6	0.8	158
9	不幸	2.6	0.49	6	1.549	282
10	不拘小節	6.4	0.49	4.2	1.72	5
11	不服	3.4	0.49	6.6	0.49	42
16	不准	3.6	0.49	6.2	0.98	66
22	不順	3.6	0.49	4.6	1.02	0
26	不適	3.6	0.49	4.6	1.356	45
27	正	6.6	0.49	5	1.673	2573
30	否定	3.4	0.49	5.4	1.356	153
31	否認	3.6	0.49	5.2	1.166	190
36	恰好	6.4	0.49	5	0.632	56
40	無足輕重	4.4	0.49	4	1.414	7
48	對	6.4	0.49	4.8	1.327	13944
53	隨意	5.6	0.49	4.2	0.98	133
64	同意	6.4	0.49	4.4	1.2	598
70	協助	6.6	0.49	4.6	1.02	830
75	討厭	2.6	0.49	6.6	0.49	148
80	喪失	2.6	0.49	5.8	1.6	196
86	感謝	7.4	0.49	5.6	1.744	243
93	擔心	3.4	0.49	6.6	0.8	609
95	錯過	3.6	0.49	4.4	0.8	114
96	幫忙	6.4	0.49	5	1.095	297
97	幫助	6.6	0.49	5.6	1.02	621
101	關心	6.4	0.49	6	0.894	664
106	王八蛋	1.4	0.49	8.6	0.49	0
107	他媽的	1.4	0.49	8.4	0.8	19
130	八卦	3.4	0.49	4.6	1.855	18
134	分擔	5.6	0.49	4.4	1.356	53
135	友	6.4	0.49	4.2	0.98	57
138	打架	2.6	0.49	7.6	0.49	76
140	交往	6.4	0.49	5.2	1.72	172
142	安心	5.6	0.49	2.4	1.497	95
147	取笑	3.6	0.49	6.2	0.748	16
149	奉承	3.6	0.49	5.6	1.2	9
155	爭吵	3.4	0.49	6.6	1.02	43
159	信服	6.4	0.49	5.4	0.8	20
163	指責	3.4	0.49	6.8	0.4	126
169	責備	3.4	0.49	6.4	0.8	33
171	插嘴	3.6	0.49	5.6	1.497	9
178	隔離	3.4	0.49	5	1.414	62
187	嘲諷	2.6	0.49	7.4	0.8	34
189	慶典	6.6	0.49	5.6	1.497	49
192	摯友	7.4	0.49	5.2	1.833	0
197	諂媚	3.4	0.49	5.6	1.356	0
199	親愛	7.4	0.49	6	1.265	46
201	幫手	6.4	0.49	4.8	0.98	21
202	戲弄	3.4	0.49	6.2	0.98	11
217	讚揚	7.6	0.49	6.6	1.855	19
218	讚譽	7.6	0.49	6.8	1.72	11
228	大方	6.4	0.49	5.2	1.166	42
230	大膽	5.4	0.49	6.2	1.47	127
231	小氣	3.6	0.49	4.6	1.356	20
238	中斷	4.6	0.49	3.6	1.744	54
239	仁心	7.4	0.49	5.2	2.315	0
240	仁術	7.4	0.49	5	2.28	0
243	仁義	7.4	0.49	5.4	2.417	18
245	仇殺	1.4	0.49	8.2	0.748	0
259	及時	6.4	0.49	5.4	1.02	113
263	反感	3.6	0.49	5.2	1.47	33
269	幻想	4.6	0.49	4.2	0.98	127
281	支配	4.6	0.49	5.2	0.748	66
282	欠債	3.4	0.49	4.6	1.02	0
288	充沛	6.6	0.49	6	1.095	35
292	可口	6.4	0.49	5.8	0.98	39
293	可怕	3.4	0.49	6.8	0.4	201
296	可悲	2.6	0.49	6.4	1.02	21
301	可憐	3.6	0.49	5.2	1.47	229
309	失誤	3.6	0.49	5.4	1.625	67
316	打倒	3.4	0.49	6.6	1.02	33
318	打情罵俏	4.6	0.49	6.6	0.8	0
321	打擾	3.6	0.49	5.6	2.059	31
322	打攪	3.6	0.49	5.6	2.059	4
324	正面	6.6	0.49	4.6	1.356	226
328	生病	3.4	0.49	4	0.894	130
329	生動	6.4	0.49	5.8	0.98	119
331	生厭	3.4	0.49	5.8	1.166	4
341	任性	3.4	0.49	5.4	1.356	29
345	光輝	6.6	0.49	5.8	1.166	60
348	吃醋	3.6	0.49	6.6	0.8	0
358	好運	6.6	0.49	5.2	1.72	12
360	安全	6.4	0.49	4.4	1.2	1006
368	曲解	3.4	0.49	6	1.414	7
370	有用	6.4	0.49	5.2	1.327	155
372	有助	6.4	0.49	5.2	1.6	36
373	有害	3.4	0.49	5.6	1.02	49
377	有錢	6.4	0.49	5.4	1.855	164
378	次要	4.6	0.49	5	1.095	29
383	死心	2.4	0.49	5.8	2.227	14
391	灰心	3.6	0.49	4.6	1.356	36
395	自由	6.6	0.49	5.2	1.939	674
402	自尊	5.4	0.49	4.8	1.6	47
403	自豪	6.6	0.49	6	0.894	45
410	低沉	4.6	0.49	3.4	1.855	12
415	佔便宜	3.6	0.49	4.4	1.356	6
460	批判	2.6	0.49	6.8	0.4	127
466	折磨	2.4	0.49	7	1.095	27
467	改善	6.6	0.49	5.2	1.327	978
471	決心	6.4	0.49	6.6	1.02	148
477	牢騷	3.4	0.49	6.2	0.98	18
478	狂怒	1.6	0.49	8.6	0.49	4
480	狂喜	8.6	0.49	8.8	0.4	5
486	良	6.4	0.49	4.8	1.6	25
490	享受	6.6	0.49	4.8	1.327	523
491	佳	6.4	0.49	4.6	0.8	309
510	周到	6.6	0.49	4.4	1.2	23
520	和藹	7.4	0.49	3.4	1.356	17
521	咒罵	2.4	0.49	7.4	0.49	16
522	固執	3.4	0.49	5.4	1.96	41
523	坦率	6.6	0.49	4.6	1.497	14
526	奇特	5.4	0.49	5.4	0.49	71
527	孤	3.4	0.49	4.6	1.497	20
528	宜人	6.4	0.49	3.8	1.327	27
532	忠心	7.4	0.49	6.2	1.166	12
543	性騷擾	2.6	0.49	6.6	1.497	27
544	怪	3.4	0.49	4.8	1.47	111
545	怪異	3.6	0.49	5	1.414	41
546	怪誕	3.4	0.49	5.8	1.166	6
548	承諾	6.6	0.49	5.2	1.833	61
553	拋棄	2.6	0.49	5.8	1.47	48
556	放棄	2.6	0.49	5.8	2.135	419
557	放肆	2.4	0.49	7.8	0.4	11
561	明亮	6.6	0.49	4	1.265	121
564	昏亂	3.4	0.49	5.2	1.327	0
565	昏頭	3.4	0.49	4.8	1.327	0
567	服從	5.4	0.49	3.8	1.47	53
568	枉然	3.4	0.49	4.2	1.6	5
572	欣然	6.4	0.49	6.2	1.327	28
579	泣	3.4	0.49	5	1.095	4
583	知足	6.6	0.49	4.2	1.939	19
592	侵犯	2.4	0.49	6.2	2.227	97
593	侵佔	2.6	0.49	6.6	1.855	26
594	侵害	2.4	0.49	7.2	0.748	142
595	侵略	2.4	0.49	7.8	0.748	104
597	侵襲	2.6	0.49	7.8	0.4	41
599	俊美	6.6	0.49	4.6	1.356	6
603	保證	6.6	0.49	6.2	0.98	202
608	信實	6.6	0.49	4.8	0.98	7
615	叛亂	2.4	0.49	7.8	0.4	45
617	咯咯笑	6.4	0.49	5.8	1.166	0
621	哀痛	2.4	0.49	6.6	1.356	4
622	哀傷	2.4	0.49	5.4	1.96	24
623	哀愁	2.4	0.49	5.4	2.059	17
628	哄騙	3.4	0.49	5.6	1.2	5
633	帥	6.6	0.49	5.2	1.327	26
639	怒火	2.4	0.49	7.6	0.8	10
641	怒目	2.6	0.49	8	0.632	0
644	怒氣	2.4	0.49	7.8	0.4	22
645	怒視	2.4	0.49	8	0.632	0
662	挖苦	3.4	0.49	5.8	0.748	0
667	歪曲	3.6	0.49	4	1.414	0
669	洩氣	3.6	0.49	3.6	1.625	15
670	活力	6.6	0.49	6.2	0.98	187
673	流行	5.6	0.49	5.2	0.4	501
676	為難	3.4	0.49	4.8	1.327	44
677	狠心	2.4	0.49	7.4	0.49	12
686	約束	4.6	0.49	4.6	1.356	84
692	美滿	7.4	0.49	6.4	1.744	51
706	負心	2.4	0.49	6.2	2.227	0
708	負擔	3.6	0.49	5.2	1.166	245
713	降級	3.6	0.49	5.8	2.04	0
723	凌亂	3.4	0.49	6	0.894	31
730	唐突	3.6	0.49	5.4	1.02	0
732	娛樂	6.4	0.49	6.2	1.6	199
741	徒勞無功	3.4	0.49	4.4	1.356	0
747	恩惠	6.4	0.49	5	1.673	10
760	時髦	6.4	0.49	5.2	1.72	54
761	書呆子	3.6	0.49	4.2	1.166	7
763	氣急敗壞	2.4	0.49	7.8	0.4	12
764	氣憤	2.4	0.49	7	0.632	49
767	消沉	3.4	0.49	4.2	1.72	4
779	疼痛	3.4	0.49	6	0.894	75
781	益處	6.6	0.49	5.2	1.327	24
790	祝福	6.6	0.49	5.8	1.47	67
799	缺少	3.6	0.49	4.4	1.2	118
800	缺乏	3.4	0.49	4.6	1.356	768
801	缺失	3.6	0.49	4.4	1.744	94
805	缺點	3.6	0.49	4.6	1.356	249
807	脅迫	2.6	0.49	7.2	0.4	20
808	脆弱	3.4	0.49	4.6	1.744	59
811	臭氣	3.6	0.49	5.4	1.855	9
817	衰	3.6	0.49	4.2	1.166	43
818	衰老	3.4	0.49	4.2	1.47	19
823	衷心	6.6	0.49	5.4	1.356	33
825	迴避	3.6	0.49	5	1.673	47
827	迷失	3.4	0.49	4.6	1.356	40
828	迷惘	3.4	0.49	5	2.098	25
829	迷惑	3.4	0.49	4.6	1.02	47
844	偏見	3.4	0.49	5.6	0.49	41
854	執拗	3.6	0.49	6	0.632	4
855	堅決	5.4	0.49	6.2	1.327	88
863	強	6.4	0.49	5.4	1.356	669
869	強健	6.6	0.49	6.4	1.2	24
876	徘徊	4.6	0.49	4.6	0.8	67
878	悠閒	6.4	0.49	2.6	1.497	52
891	敏銳	6.4	0.49	5.2	1.327	84
901	淨土	5.4	0.49	3.2	1.6	20
905	混帳	1.6	0.49	8	0.632	0
909	清楚	5.6	0.49	3.8	1.47	899
912	爽快	7.4	0.49	6.8	0.748	14
926	疏忽	3.4	0.49	5.4	1.02	70
927	疏漏	3.4	0.49	5.4	1.02	7
934	窒礙	2.6	0.49	6.8	0.748	9
935	笨	3.4	0.49	5.4	1.356	90
943	累	3.6	0.49	4.6	1.497	233
946	羞怯	3.6	0.49	4.4	1.744	14
959	貧賤	2.4	0.49	7.4	0.49	0
965	貪念	3.6	0.49	5	2.098	4
968	貪慾	3.6	0.49	5.6	1.744	0
969	軟弱	3.6	0.49	3.6	1.2	28
970	逗趣	6.4	0.49	5.2	0.748	21
971	逝世	2.4	0.49	4.2	2.315	39
976	陰暗	3.6	0.49	3.8	0.98	38
978	陶醉	6.4	0.49	4.4	1.625	40
